task,repo,n,npass,p,v,keep,gt_class,gt_rank
pillow:39fb1288987721f992af63aa4a44f999dbefe4b9,pillow,24,9,0.3750,0.9763,1,learnable,580
pillow:d45a13d9cb11c3b89757720a330a9b725a2f9c46,pillow,24,9,0.3750,0.9763,1,learnable,581
pillow:cb8956fffb1bc0df9c74b2b789c716c64dd065b6,pillow,24,9,0.3750,0.9763,1,learnable,582
pillow:89d8be5b9425cae692cfa2f0c55d37202c8ae48b,pillow,24,9,0.3750,0.9763,1,learnable,583
pillow:d80622719960e2afa1fc14ea82c0c659e61c8b47,pillow,24,9,0.3750,0.9763,1,learnable,584
pillow:8458641bb8541616fbda083ac7eb4d53f6fc0808,pillow,16,6,0.3750,0.9763,1,learnable,585
pillow:55fca4857ce97a6e97abcf4eee2228b4046488b8,pillow,24,9,0.3750,0.9763,1,learnable,586
pillow:a606fd85a3cf5b72c42e876364e74e6157202b98,pillow,24,9,0.3750,0.9763,1,learnable,587
pillow:95e9379f45533290edd66242c1213e9649845f82,pillow,24,9,0.3750,0.9763,1,learnable,588
pillow:7e084c7ede0e6a6c3400ad7c877f1424560e66ea,pillow,24,9,0.3750,0.9763,1,learnable,589
pillow:ab6efcb925f615d153538e84780f093f7f9f8df2,pillow,24,9,0.3750,0.9763,1,learnable,590
pillow:fac2d2781e19b037ec1579323ca77abd79653af9,pillow,8,3,0.3750,0.9763,1,learnable,591
pillow:331595926c5957cc5612b1778b6b60c184e09b13,pillow,8,3,0.3750,0.9763,1,learnable,592
pillow:c52b45df62a34b14c66159db777e9d3fc942fb55,pillow,16,6,0.3750,0.9763,1,learnable,593
pillow:b50f63430f32e9c4821a8598d57e3eca5c1c0425,pillow,16,6,0.3750,0.9763,1,learnable,594
pillow:97e0cb85ee43e647e834e7adbe30b0b1bcb98963,pillow,16,6,0.3750,0.9763,1,learnable,595
pillow:f5440cc3e1b0523b156a98ff311af61e003e95f9,pillow,16,6,0.3750,0.9763,1,learnable,596
pillow:d80c27dc3fac4c36d8222b2be47bf9c1996ad910,pillow,16,6,0.3750,0.9763,1,learnable,597
pillow:3c482b1b0b286aa5bc54c6a4547d92abe7b87e75,pillow,24,16,0.6667,0.9608,1,learnable,670
pillow:90077b397504c19d1aaf97a9081400130ad8ce46,pillow,24,16,0.6667,0.9608,1,learnable,671
pillow:b8e7f646f3149d2a7ed4d86453a3f1e8db6aff58,pillow,24,16,0.6667,0.9608,1,learnable,672
pillow:26bf1937c72239cc3db07e68da3e397463f919fe,pillow,24,16,0.6667,0.9608,1,learnable,673
pillow:d62be3e3541d5456bca1290e6072900759e77245,pillow,24,16,0.6667,0.9608,1,learnable,674
pillow:b3d29e946aa4ea468922b00cdc1b41ac788ef263,pillow,24,16,0.6667,0.9608,1,learnable,675
pillow:1b25019a27a8ed6bd326e7140279559501822537,pillow,24,16,0.6667,0.9608,1,learnable,676
pillow:5431b15bd2f8177b762332ac632b0342c3b9d506,pillow,24,16,0.6667,0.9608,1,learnable,677
pillow:ae921956bafeffabfb0dfc55fc282fdd9bef2a5e,pillow,24,16,0.6667,0.9608,1,learnable,678
pillow:02c6183d41c68a8dd080f5739f566bd82485822d,pillow,24,16,0.6667,0.9608,1,learnable,679
pillow:312abf7c1a06d5d954d5b0dfab5235b3196fa98d,pillow,24,16,0.6667,0.9608,1,learnable,680
pillow:c16737d589144e4ee5f0c239b90ad0935a0dfe6a,pillow,24,16,0.6667,0.9608,1,learnable,681
pillow:7e2bd28a7cbc7fd7a01fc5bcef7956279ed99d85,pillow,24,8,0.3333,0.9608,1,learnable,753
pillow:79fe70a71a891b09986c6b6025454f0f76b6bcc5,pillow,24,8,0.3333,0.9608,1,learnable,754
pillow:e9c0cf61f38e9e67c95d0298a7e1d08c0ded2cff,pillow,24,8,0.3333,0.9608,1,learnable,755
pillow:ecb1cef99b5eae47db76eb94280b840af34e0fc5,pillow,24,8,0.3333,0.9608,1,learnable,756
pillow:7c08565e5ed0bd6e61e6bee83e25e2794658d6fd,pillow,24,8,0.3333,0.9608,1,learnable,757
pillow:5721577e4e6f5d64a5c50ab8732eea9e5a437120,pillow,24,8,0.3333,0.9608,1,learnable,758
pillow:fbc121d6785dfdc566d19d75e250c2b8d9de8542,pillow,24,8,0.3333,0.9608,1,learnable,759
pillow:2b0c037d5f7b68f6ca5d7f32554200a53457321f,pillow,24,8,0.3333,0.9608,1,learnable,760
pillow:6b2da2f1236f774ac6d6526cf479020b68776f95,pillow,24,8,0.3333,0.9608,1,learnable,761
pillow:9abef1ad0ba8dd12dea0c1c565c27a2ddb14cc91,pillow,24,8,0.3333,0.9608,1,learnable,762
pillow:05fe86654cb079b5b77d077e053bf5ee6d2b6f5b,pillow,24,8,0.3333,0.9608,1,learnable,763
pillow:e4d6223c944cf44c468cc65a560b94dfcf351a62,pillow,16,11,0.6875,0.9500,1,learnable,828
pillow:8531b01d6cdf0b70f256f93092caa2a5d91afc11,pillow,16,11,0.6875,0.9500,1,learnable,829
pillow:b5160591bc9da2425ff15b632215139eafc2cce6,pillow,16,11,0.6875,0.9500,1,learnable,830
pillow:6a2b8e7236945541eacb581124e7b577a7c23ee6,pillow,16,11,0.6875,0.9500,1,learnable,831
pillow:8fad541531689f3ca7228de250b51e609596eacf,pillow,16,11,0.6875,0.9500,1,learnable,832
pillow:361f579579ca9cfed40a9bb4fc322e0ea99d60e4,pillow,16,11,0.6875,0.9500,1,learnable,833
pillow:2df28a6601bf5890f1eb2232755afb5062d84c5d,pillow,16,11,0.6875,0.9500,1,learnable,834
pillow:039b7ecd561b4e9755738bc4f169083ad4c4d83f,pillow,16,5,0.3125,0.9500,1,learnable,835
pillow:d2f2fbacaac6416f932b62f3f1ac95d32961ceef,pillow,16,5,0.3125,0.9500,1,learnable,836
pillow:2b061b68dbbf4fb590ab532b6fdffea8ee063ae8,pillow,16,5,0.3125,0.9500,1,learnable,837
pillow:5071692039805253ab37dad9fac2f375935a38af,pillow,24,17,0.7083,0.9366,1,learnable,934
pillow:bc2c933552b7483482243053d9ec5188e0b7a0fb,pillow,24,17,0.7083,0.9366,1,learnable,935
pillow:dc817ead76d519c9296829a5cdd24215e47313be,pillow,24,17,0.7083,0.9366,1,learnable,936
pillow:6639b2af7fff7ad7b6b1cfc1421fc1a3ae8206c4,pillow,24,17,0.7083,0.9366,1,learnable,937
pillow:3d4a6f7d17cdc9b00ddecb6f7ef2df4d4f390308,pillow,24,17,0.7083,0.9366,1,learnable,938
pillow:52113a82b0ceb2320a1ae8eb2f860c1f559b943a,pillow,24,17,0.7083,0.9366,1,learnable,939
pillow:52079cb2975fda98476c7a7f172e5519e67ba612,pillow,24,17,0.7083,0.9366,1,learnable,940
pillow:f8d061c88efcd42cfccfbe9f3e57dba9bd7a1854,pillow,24,17,0.7083,0.9366,1,learnable,941
pillow:6da4169f3724ffe20c72d8ef4a2e0dc21815b343,pillow,24,17,0.7083,0.9366,1,learnable,942
pillow:c7bef264bc455d191e0540fa8ac67d989438f929,pillow,24,17,0.7083,0.9366,1,learnable,943
pillow:ec198899f694544ff0736c525a7424115dd38db2,pillow,24,17,0.7083,0.9366,1,learnable,944
pillow:adda3b7473be722f6bdbe81bbd9907795a137994,pillow,24,17,0.7083,0.9366,1,learnable,945
pillow:cbc55c4621b79176702bf14f188e5a439c7804a4,pillow,24,17,0.7083,0.9366,1,learnable,946
pillow:04052e85c949bfd2fd67297ed8c43960b4abbf3a,pillow,24,17,0.7083,0.9366,1,learnable,947
pillow:70cc8a57415f6a9744cf4d4f0407a4415319dda2,pillow,24,7,0.2917,0.9366,1,learnable,948
pillow:87092ad4f8e55444ec3134ed857e4de5d19cd175,pillow,24,7,0.2917,0.9366,1,learnable,949
pillow:7a1f0f6a8f6095b08638e843392a9dfbe3fdb977,pillow,24,7,0.2917,0.9366,1,learnable,950
pillow:17d9938ece6090c4e0e9871520cbd5ca7eaffc68,pillow,24,7,0.2917,0.9366,1,learnable,951
pillow:944a470a798e394471be5aab3acd6b5d26ef3d4a,pillow,24,7,0.2917,0.9366,1,learnable,952
pillow:50e0c85380df60cf008fcde54ac92ce3bb1c78d6,pillow,24,7,0.2917,0.9366,1,learnable,953
pillow:e6a521130e975f89529442597735a6a48cc3685f,pillow,24,7,0.2917,0.9366,1,learnable,954
pillow:d7f60d1d5a746eb01d4cb3c7fb05b6593f46b0f5,pillow,16,12,0.7500,0.8999,1,learnable,1152
pillow:99f4623a8d4ca0b2117497ac5c13d4832527f2bd,pillow,24,18,0.7500,0.8999,1,learnable,1153
pillow:e27d7a6f8484d3fbbff121a7463960caccb1ff97,pillow,24,18,0.7500,0.8999,1,learnable,1154
pillow:9fa421923c7a46827f5f79bca788c44cb57f14c7,pillow,24,18,0.7500,0.8999,1,learnable,1155
pillow:c50503a14d5b04dd42030adb77b05732e800b153,pillow,24,18,0.7500,0.8999,1,learnable,1156
pillow:e62f47950ec80a87fd2e738a99391ff59f823d35,pillow,24,18,0.7500,0.8999,1,learnable,1157
pillow:421e7f3c5adb0b2e38a12b759e17f09c3a4b4d26,pillow,24,18,0.7500,0.8999,1,learnable,1158
pillow:3bd86b9f518293594b54b4f180c6fc53658bc460,pillow,24,18,0.7500,0.8999,1,learnable,1159
pillow:4530f55c615afc4a238c425a1d2607117086d029,pillow,16,12,0.7500,0.8999,1,learnable,1160
pillow:d49884e40c204db7ce89b621823b2ac37ad51a10,pillow,24,18,0.7500,0.8999,1,learnable,1161
pillow:9c6d0bdcb7c37a18b05aba6802b540960d7153e0,pillow,24,18,0.7500,0.8999,1,learnable,1162
pillow:838c8efa2515bb2d160175c0d1edbeecb69cb86e,pillow,24,18,0.7500,0.8999,1,learnable,1163
pillow:6be87277f71948bc7e4b945c46660cac3e5ce919,pillow,24,18,0.7500,0.8999,1,learnable,1164
pillow:3d82672404730656bfc5c1eeb59743841bbbdcaf,pillow,24,18,0.7500,0.8999,1,learnable,1165
pillow:8e730e17ae5608616e57194a25629c48ad033cfa,pillow,24,18,0.7500,0.8999,1,learnable,1166
pillow:552a9a28a04eabc241d2a3a4b5c920834a52de62,pillow,24,18,0.7500,0.8999,1,learnable,1167
pillow:9b86da9c26a42557ddd1d2f76b51f608b558d4a8,pillow,16,12,0.7500,0.8999,1,learnable,1168
pillow:f84ab3bb8a0a196a52e8a76bebed2853362629de,pillow,16,12,0.7500,0.8999,1,learnable,1169
pillow:4a90e8f75b1d3c0b564f6d00060ab358ee279464,pillow,24,18,0.7500,0.8999,1,learnable,1170
pillow:afebfcb096c32b0388a445d35dbf192f9a6ca4da,pillow,16,12,0.7500,0.8999,1,learnable,1171
pillow:4126f6cdf7881c91e41abf5fd604f70f7d90d2e3,pillow,16,12,0.7500,0.8999,1,learnable,1172
pillow:5c05fe4d9b98e3c11b186c407d462249e85999bc,pillow,16,12,0.7500,0.8999,1,learnable,1173
pillow:926af72db3389912c8b0c79372ddde34391bed25,pillow,16,12,0.7500,0.8999,1,learnable,1174
pillow:6c126ca2821d0fba00fffc290aa3226692e15ff8,pillow,16,12,0.7500,0.8999,1,learnable,1175
pillow:0a432541aee6ee8918b9513ca543746107c39ab7,pillow,16,12,0.7500,0.8999,1,learnable,1176
pillow:57addf02b692c15f0db6eef03ea8d3307d92bc32,pillow,16,12,0.7500,0.8999,1,learnable,1177
pillow:ddcfd259cf2619e32c9a27a66e8dddca3fa346a2,pillow,16,12,0.7500,0.8999,1,learnable,1178
pillow:f644adbb05d615a9902ef3643714d5fe8049cea3,pillow,8,6,0.7500,0.8999,1,learnable,1179
pillow:49b6dc6866f577b64b4ea73e50b93069e19de97b,pillow,24,6,0.2500,0.8999,1,learnable,1180
pillow:575a616bb594b974cdc71a87b128b522560a3339,pillow,16,4,0.2500,0.8999,1,learnable,1181
pillow:e40033dfc46f3bb3908079357a5eefc7c9db1725,pillow,16,4,0.2500,0.8999,1,learnable,1182
pillow:200ae2adb399075f16f6880124df41b28e811d55,pillow,24,6,0.2500,0.8999,1,learnable,1183
pillow:0a28840bc4ba8f9f40be4b63a9e7754dd6a697fb,pillow,24,6,0.2500,0.8999,1,learnable,1184
pillow:e9c9f19c26c3a361c4fa17947b6b5d860e516c2c,pillow,24,6,0.2500,0.8999,1,learnable,1185
pillow:837d583b157cf92821059296e557f3d46497b6ff,pillow,24,6,0.2500,0.8999,1,learnable,1186
pillow:88f15eb9f07b0434a6b2831b02d402dd4efdee6c,pillow,24,6,0.2500,0.8999,1,learnable,1187
pillow:46b0644c4f780e8f292492b007801bf6e81664c2,pillow,24,6,0.2500,0.8999,1,learnable,1188
pillow:f34360d1e3c8f29f1a0b0ccae62b5f7c95700440,pillow,24,6,0.2500,0.8999,1,learnable,1189
pillow:87b8d2894a345b0a50007a34b47827cb623820b3,pillow,24,6,0.2500,0.8999,1,learnable,1190
pillow:7e9c944cafa338af67add156ba56bb40d3b6bf19,pillow,24,6,0.2500,0.8999,1,learnable,1191
pillow:a5a6ca150c90f0e875fc2a817eaeafb3c533a5cd,pillow,16,4,0.2500,0.8999,1,learnable,1192
pillow:6ffe9e1689efd44c095a4c5d751b96dd37a8edf9,pillow,16,4,0.2500,0.8999,1,learnable,1193
pillow:690cf9ebe2d7002eb134980cbb07ed7b113ae5bb,pillow,8,2,0.2500,0.8999,1,learnable,1194
pillow:c7efd0bf6d736844396ea519bbe31533b708286c,pillow,16,4,0.2500,0.8999,1,learnable,1195
pillow:de2fbc9dffedb69ebb8045dbfcb1614c2711a114,pillow,16,4,0.2500,0.8999,1,learnable,1196
pillow:fdf103c5ad2cb3fe710e16f2fa3019262d088818,pillow,16,4,0.2500,0.8999,1,learnable,1197
pillow:f543b034bdf8412c62b3bc4bf3bce60bf8553491,pillow,16,4,0.2500,0.8999,1,learnable,1198
pillow:0e10a5cc7be0c5c17f1c0fd95c74cd2934c19632,pillow,16,4,0.2500,0.8999,1,learnable,1199
pillow:8383e840e48f7053a6d27b109591ba071eb32f3b,pillow,8,2,0.2500,0.8999,1,learnable,1200
pillow:275d21b905142831b3063b62247f121651ab376f,pillow,24,5,0.2083,0.8457,1,learnable,1302
pillow:3e5ceb6d679981b2e13e1cb8d1b5dfbd122b64b2,pillow,24,5,0.2083,0.8457,1,learnable,1303
pillow:eae294c7487c168322b0a7232b840645cdf2ee9d,pillow,24,5,0.2083,0.8457,1,learnable,1304
pillow:215b0e08332b9847f80307e989075c41d75d2d44,pillow,24,5,0.2083,0.8457,1,learnable,1305
pillow:f84684931d3e3ec0c9f6e1ff263fe7e51ee24013,pillow,24,5,0.2083,0.8457,1,learnable,1306
pillow:05c78a13e73d98befcffdfb351ac4dbad5e60b2e,pillow,24,5,0.2083,0.8457,1,learnable,1307
pillow:d33270ab51f6b62710b227394f2dadf913370d96,pillow,24,5,0.2083,0.8457,1,learnable,1308
pillow:95402143fe2f8b38280a727e8f0d5ec46813dedb,pillow,24,5,0.2083,0.8457,1,learnable,1309
pillow:dd15f15d08bf3fd32c41ef9f2502286778c9f993,pillow,24,5,0.2083,0.8457,1,learnable,1310
pillow:91f115bead706e7b9b57a9135be82726a843cdda,pillow,24,19,0.7917,0.8457,1,learnable,1355
pillow:b48996c213309af306c04ce0e5de8090ce96b7f3,pillow,24,19,0.7917,0.8457,1,learnable,1356
pillow:bc0c0cb11af2af6352904c1dcd9fd4d3c71bd065,pillow,24,19,0.7917,0.8457,1,learnable,1357
pillow:bb524018d35ea6450e56c3cd3db489eeb0f5a79c,pillow,24,19,0.7917,0.8457,1,learnable,1358
pillow:ee06255ff0ee64f8d3d1062c75e455973cc9d2fc,pillow,24,19,0.7917,0.8457,1,learnable,1359
pillow:6db0e9610238b22c03371957321158be18280c01,pillow,24,19,0.7917,0.8457,1,learnable,1360
pillow:6651a3143621181d94cc92d36e1490721ef0b44f,pillow,24,19,0.7917,0.8457,1,learnable,1361
pillow:b65fcb280ab23cb1fc1e9eb22a4951415722d5ee,pillow,24,19,0.7917,0.8457,1,learnable,1362
pillow:dfb48ff297aa2b227a98f20ff0ae5a0009644ad3,pillow,24,19,0.7917,0.8457,1,learnable,1363
pillow:41b968ad10104d366a8f1fa01d1d8738e94d0ee3,pillow,24,19,0.7917,0.8457,1,learnable,1364
pillow:6697de1160c7fbb33c353ff668f52eb0e0649e3c,pillow,24,19,0.7917,0.8457,1,learnable,1365
pillow:fee6bafead4683f5a7d2752339165c699ac907df,pillow,24,19,0.7917,0.8457,1,learnable,1366
pillow:9415fb7e3cf67686870442195f77892fbd37d4cf,pillow,24,19,0.7917,0.8457,1,learnable,1367
pillow:68c67403435f7a75e09c7bbd7385643a5eb82ff0,pillow,24,19,0.7917,0.8457,1,learnable,1368
pillow:71c30ed266a9b48a4c499ac1c93cc19d8db2bbb0,pillow,24,19,0.7917,0.8457,1,learnable,1369
pillow:9e7de70bac3fc201e770bdb6d0453b43c3c0d9a7,pillow,24,19,0.7917,0.8457,1,learnable,1370
pillow:b1cc7df7ba03d32ed340da7270a0e398e0b0a337,pillow,24,19,0.7917,0.8457,1,learnable,1371
pillow:87c23732659006ab2fb43d6e1b94851ec39eb903,pillow,16,13,0.8125,0.8101,1,learnable,1455
pillow:fa9e85cd1f0fcd0dedc235929ba89acaeb9d6839,pillow,16,13,0.8125,0.8101,1,learnable,1456
pillow:c222df2b56bbcd59a8089b9cc5085a19edd8dc70,pillow,16,13,0.8125,0.8101,1,learnable,1457
pillow:7928bebd654acd5ca2edba7e80904aaa59acd331,pillow,16,13,0.8125,0.8101,1,learnable,1458
pillow:1ba19b1105dc62fb0f6a4df0f4bc31f29375d3aa,pillow,16,13,0.8125,0.8101,1,learnable,1459
pillow:4198a580cf0a1b310caa2225ef7aa42059fbf115,pillow,16,3,0.1875,0.8101,1,learnable,1460
pillow:6b3991befb47e60a61eb842fa273c4039d3445b3,pillow,16,3,0.1875,0.8101,1,learnable,1461
pillow:23c461e431e84fbfb81fca10c5a81c047884559b,pillow,16,3,0.1875,0.8101,1,learnable,1462
pillow:3fdaecb0255abab55d7269fc80b26e532307886c,pillow,16,3,0.1875,0.8101,1,learnable,1463
pillow:7d91efd9f24a5d1a5f644f619652cb80fb38e183,pillow,24,20,0.8333,0.7674,1,learnable,1571
pillow:9d72542c08b2bea805ebfb3389b1ab40b88bafdc,pillow,24,20,0.8333,0.7674,1,learnable,1572
pillow:c04260b3f523871339f46969a46964f929d89708,pillow,24,20,0.8333,0.7674,1,learnable,1573
pillow:b38c32ed70e6cd425dd1af80df2f7d2d7364fc06,pillow,24,20,0.8333,0.7674,1,learnable,1574
pillow:aab4adc441f151ca8b51a7769928d420ecd6df07,pillow,24,20,0.8333,0.7674,1,learnable,1575
pillow:79765d5b9c75a5ef8453dbf0eb4e1d07bf2d062f,pillow,24,20,0.8333,0.7674,1,learnable,1576
pillow:19a8a39ee24c61ee31393b8f65a5c6f6204e756a,pillow,24,20,0.8333,0.7674,1,learnable,1577
pillow:c5e111e6b8b9633bce046a988c9f6e49f2358627,pillow,24,20,0.8333,0.7674,1,learnable,1578
pillow:62d5817e29b0df5dd2f86652aaa4ca4c5e415075,pillow,24,20,0.8333,0.7674,1,learnable,1579
pillow:5908ccc5ae4606e933d4542ab81f99b2ef26ed3f,pillow,24,20,0.8333,0.7674,1,learnable,1580
pillow:fdfa9e8521a0b9436a6324f652c323a2e3a0b21e,pillow,24,20,0.8333,0.7674,1,learnable,1581
pillow:e225f9f589e07d46ad5d1f79e7c233addf9c3836,pillow,24,20,0.8333,0.7674,1,learnable,1582
pillow:318e8d9ed5c625b3502aa6013c7a3d52449cdfb1,pillow,24,20,0.8333,0.7674,1,learnable,1583
pillow:e341fbfc059b7b33179c6213b07541afa1a87add,pillow,24,20,0.8333,0.7674,1,learnable,1584
pillow:34591207326fbb2fdcf603324b6a0bb98726c654,pillow,24,20,0.8333,0.7674,1,learnable,1585
pillow:8f21d0ddf0079ef71decd5180d159486dac6c21a,pillow,24,20,0.8333,0.7674,1,learnable,1586
pillow:2072a52bb5479fc001cc030ea19fad3424a4f2ff,pillow,24,20,0.8333,0.7674,1,learnable,1587
pillow:48a921b31f4d1b84ed9b93d3ba2a8061366e8229,pillow,24,4,0.1667,0.7674,1,learnable,1588
pillow:6663ed929b41c3c89ec1469b78fbf6c36af487cc,pillow,24,4,0.1667,0.7674,1,learnable,1589
pillow:de6158f5f1d0b464d1f3817790d6a299dcf4b19c,pillow,24,4,0.1667,0.7674,1,learnable,1590
pillow:53d0dd5ed111ebb4d7a108684959a455f15cfecb,pillow,24,4,0.1667,0.7674,1,learnable,1591
pillow:4351c37fc4baadbc5d81cf732db608438aa8eebb,pillow,24,4,0.1667,0.7674,1,learnable,1592
pillow:231604e921092807069d36c2121fd99b653fc1f0,pillow,24,4,0.1667,0.7674,1,learnable,1593
pillow:14af7bb5ac022bd4b19fb7f716a59bf5bea0c1bb,pillow,16,14,0.8750,0.6564,1,learnable,1827
pillow:4cf7c562e4f97f8b112b57fc9f9da0b2999c3e3f,pillow,24,21,0.8750,0.6564,1,learnable,1828
pillow:688e6f163f593baf5e406818f72761478f760a0e,pillow,24,21,0.8750,0.6564,1,learnable,1829
pillow:f3451aefc649a77add0232da4011cffd47f2e89f,pillow,24,21,0.8750,0.6564,1,learnable,1830
pillow:3307bf691f407eb49fb3456d9c69d7a28cbbe702,pillow,24,21,0.8750,0.6564,1,learnable,1831
pillow:24e9961c4f68bdc676a5e7a2dde02460f8bd62c1,pillow,16,14,0.8750,0.6564,1,learnable,1832
pillow:66e937875c5f46b225c50ce6777f2e468839f794,pillow,24,21,0.8750,0.6564,1,learnable,1833
pillow:3e37a919b136d35447bde7694ecf579a2096b163,pillow,24,21,0.8750,0.6564,1,learnable,1834
pillow:3f5fad3a27cbc7d0a5be1bfb2a0ca03c18c1279c,pillow,24,21,0.8750,0.6564,1,learnable,1835
pillow:d3ae7a1c4645c8754d00e59aab9dfc740e8c8fd6,pillow,24,21,0.8750,0.6564,1,learnable,1836
pillow:2245df0ac30976960781f291bc45a2ad56cee064,pillow,16,14,0.8750,0.6564,1,learnable,1837
pillow:2a86d7353f1a1435d564d0ac882268c80fc9486d,pillow,24,21,0.8750,0.6564,1,learnable,1838
pillow:a25127034b432675732a4c72867a4f0ed086c2b1,pillow,24,21,0.8750,0.6564,1,learnable,1839
pillow:518b783c64150571ab010cb375ec77e343be626e,pillow,16,14,0.8750,0.6564,1,learnable,1840
pillow:e0845f06d8d063fbf78708dd20a692041b60596c,pillow,24,21,0.8750,0.6564,1,learnable,1841
pillow:b8ec793898c9cebd9f3b109d4083be09b17f8abd,pillow,24,21,0.8750,0.6564,1,learnable,1842
pillow:7e4fd9d84591a220d142cbc4652b18250984cf41,pillow,24,21,0.8750,0.6564,1,learnable,1843
pillow:bc255c97ff13ffa9677f76cbda1b08da8ce05a3c,pillow,24,21,0.8750,0.6564,1,learnable,1844
pillow:4459dfadcbf5a137d9497e1bfbc325999ef46a63,pillow,8,7,0.8750,0.6564,1,learnable,1845
pillow:0084234aa951d43803e1ee05966707a276da0491,pillow,8,7,0.8750,0.6564,1,learnable,1846
pillow:a5bbd7655a13fa1439abc79a5c8779a645e8ce6c,pillow,16,14,0.8750,0.6564,1,learnable,1847
pillow:317286d260488e1e60a3d25b4d6c3fce83ba12f8,pillow,16,14,0.8750,0.6564,1,learnable,1848
pillow:dd46100bdc7fbb6c2fb71008a49c40f081eb0c7c,pillow,16,14,0.8750,0.6564,1,learnable,1849
pillow:15ae39674e63c67a0421f217f340c1037e85d2bf,pillow,16,14,0.8750,0.6564,1,learnable,1850
pillow:e774be01fe43598e94a160f0e0279c7ed8b07b21,pillow,16,14,0.8750,0.6564,1,learnable,1851
pillow:5dfe5f0fa631a6c3635308eca998ec435de1a42f,pillow,16,14,0.8750,0.6564,1,learnable,1852
pillow:f4fb9c54030a710313ee5bf05563151cadc77edd,pillow,8,7,0.8750,0.6564,1,learnable,1853
pillow:e258baf30c86ed92b576ae95b2a1df43a6f828d6,pillow,16,14,0.8750,0.6564,1,learnable,1854
pillow:f09067e45eeecdd85e8d379ddb7f2ea581e08708,pillow,16,14,0.8750,0.6564,1,learnable,1855
pillow:cf3132b7de26feea391f8ab385402196be4d9da7,pillow,16,2,0.1250,0.6564,1,learnable,1856
pillow:8af2d7640ead3ddeba9fdc598dc8e72d580dfdfb,pillow,24,3,0.1250,0.6564,1,learnable,1857
pillow:567fbaf782740e110ce30e88ce1915d0e9ea8da0,pillow,24,3,0.1250,0.6564,1,learnable,1858
pillow:f6bcf4e1ae3184ff9ed0cfcb46a0aa80423da537,pillow,24,3,0.1250,0.6564,1,learnable,1859
pillow:976d9fa347a9f477b479e2c3fdb8cc8d284b0f25,pillow,24,3,0.1250,0.6564,1,learnable,1860
pillow:72d5ee3bfae196ffaf498529d66cf09c36ef24a6,pillow,24,3,0.1250,0.6564,1,learnable,1861
pillow:cc3c743c7012f88558e7768e8a4798bbaefbe60c,pillow,24,3,0.1250,0.6564,1,learnable,1862
pillow:38fd77ca7dc4786ddafba064bcce789bed41f216,pillow,24,3,0.1250,0.6564,1,learnable,1863
pillow:8b2d70d17a4791d68df6c10d8337d769290c6528,pillow,24,3,0.1250,0.6564,1,learnable,1864
pillow:af90dd773b09c80eda005304e7207f96ab632bd3,pillow,24,3,0.1250,0.6564,1,learnable,1865
pillow:f560707def70937a15f73a76d45610130b73ef1f,pillow,24,3,0.1250,0.6564,1,learnable,1866
pillow:9707d33ed979433211af1934f0a07568d9809548,pillow,24,3,0.1250,0.6564,1,learnable,1867
pillow:be34a7da4bb25a660d83abee3495626f221e949d,pillow,16,2,0.1250,0.6564,1,learnable,1868
pillow:bb0d312de77534327d33e5fea7417e78dd0f9fc9,pillow,24,3,0.1250,0.6564,1,learnable,1869
pillow:922e239cca2a45d239dd02f0a4b85b72a7918917,pillow,8,1,0.1250,0.6564,1,learnable,1870
pillow:16d04f4a49b7f4c9d297e12a7fd41b7f5780850a,pillow,16,2,0.1250,0.6564,1,learnable,1871
pillow:4995d045dc94e57c1527576d725b6a12fd878a2e,pillow,16,2,0.1250,0.6564,1,learnable,1872
pillow:1d33dfbced183a658caf3857c4b395a07d9b876a,pillow,16,2,0.1250,0.6564,1,learnable,1873
pillow:50ba43ac4f13257aacf153462c7a9e49f2135220,pillow,16,2,0.1250,0.6564,1,learnable,1874
pillow:541d2605b9235a427379e3df51c9cdd4ffe59998,pillow,16,2,0.1250,0.6564,1,learnable,1875
pillow:6449cdc1a3d3c8ddc436aca766198d149add486a,pillow,8,1,0.1250,0.6564,1,learnable,1876
pillow:ae2ffb8a05037a00d7dbf9499cc7cf51e9d87e84,pillow,24,2,0.0833,0.5015,1,learnable,2031
pillow:bc935f9970f66c3b5c8d96718f9ddc476b0f1c44,pillow,24,2,0.0833,0.5015,1,learnable,2032
pillow:e37a8a263d44281c2549cfdb5e69f27444acdff2,pillow,24,2,0.0833,0.5015,1,learnable,2033
pillow:a0b691a219d274a561784781476cc952e79c1b8b,pillow,24,2,0.0833,0.5015,1,learnable,2034
pillow:d3f343bb9b658ff97cbac826f9d1d4763a352e85,pillow,24,2,0.0833,0.5015,1,learnable,2035
pillow:39d866b17d99206c11d931e12c108825df68f47b,pillow,24,2,0.0833,0.5015,1,learnable,2036
pillow:2ecf88eaa621266f63405ca7e1fdbdb7ed4d5c8d,pillow,24,2,0.0833,0.5015,1,learnable,2037
pillow:0cc2e696cb4ad46201e34e3b5694226fbd7c6294,pillow,24,2,0.0833,0.5015,1,learnable,2038
pillow:ccac8540771120bdeb570ec5b7bbfc4e3e9a38dd,pillow,24,2,0.0833,0.5015,1,learnable,2039
pillow:9b53e3b5815511dfac4c42c3ba908d6cd9144f37,pillow,24,2,0.0833,0.5015,1,learnable,2040
pillow:885297d21f239af8d48f3d9a4ef5499b1db90033,pillow,24,2,0.0833,0.5015,1,learnable,2041
