task,repo,n,npass,p,v,keep,gt_class,gt_rank
pillow:9b20276c45d7fdae34f24d9a803846b725deba82,pillow,24,22,0.9167,0.5015,1,learnable,2098
pillow:04f28b691e961bff44b269652421f447add04c5c,pillow,24,22,0.9167,0.5015,1,learnable,2099
pillow:ec6f2d41f8b1c33a6246fea1aa557a83a6340791,pillow,24,22,0.9167,0.5015,1,learnable,2100
pillow:557ba59d13de919d04b3fd4cdef8634f7d4b3348,pillow,24,22,0.9167,0.5015,1,learnable,2101
pillow:e110e093a67070183292067fe302b792154a9f40,pillow,24,22,0.9167,0.5015,1,learnable,2102
pillow:0d08ec1c64d8a0945dbf275cff131db7033d32b9,pillow,24,22,0.9167,0.5015,1,learnable,2103
pillow:27d34d2f13d38194b8bc7b77e401fd33b5025b41,pillow,24,22,0.9167,0.5015,1,learnable,2104
pillow:54e57768ab19cddf4559c9a8f8e4edb79da179b6,pillow,24,22,0.9167,0.5015,1,learnable,2105
pillow:3c42b270b9acba34192c1c27af624d275c0f3607,pillow,24,22,0.9167,0.5015,1,learnable,2106
pillow:304cf484aaba5285cfdf854c31cfe51505de3f9a,pillow,24,22,0.9167,0.5015,1,learnable,2107
pillow:a6f5f4dd43c95ded41da5d56c7e9782f54e8dea2,pillow,24,22,0.9167,0.5015,1,learnable,2108
pillow:faaeee1e7ddbb7938be51268c2f4da070b2a0c13,pillow,24,22,0.9167,0.5015,1,learnable,2109
pillow:7d97fa8b86a9f61069579fbedb2cc09fb437b12f,pillow,24,22,0.9167,0.5015,1,learnable,2110
pillow:1809f46e0b44db3fb8de3c35363c70d879b79381,pillow,16,15,0.9375,0.4033,1,learnable,2219
pillow:35d6a6608f648691e382222e5e84f0dcfd17a059,pillow,16,15,0.9375,0.4033,1,learnable,2220
pillow:e530f2a228978413e7b3f08b866b50c109e90510,pillow,16,15,0.9375,0.4033,1,learnable,2221
pillow:f9a3178bb34e6b28bc46d42ef88f5069ebabde32,pillow,16,15,0.9375,0.4033,1,learnable,2222
pillow:35296ca155f6a051cc41e3a3b5ca8ef2ac4a7b07,pillow,16,15,0.9375,0.4033,1,learnable,2223
pillow:54eb83557f2e055d20548fb76f7884e6df643e8a,pillow,16,15,0.9375,0.4033,1,learnable,2224
pillow:07038d7e89355b01bcef95d45681fd6808129df6,pillow,16,15,0.9375,0.4033,1,learnable,2225
pillow:1d9c931626b3cd08b9fa19c9e9e2d8c79604046e,pillow,16,15,0.9375,0.4033,1,learnable,2226
pillow:9b72f0513c89d448e9bdeb4fd11dc8cbc37246d5,pillow,16,15,0.9375,0.4033,1,learnable,2227
pillow:ae6c46ea92134d8e5bc1654c790d18065f687c40,pillow,16,15,0.9375,0.4033,1,learnable,2228
pillow:8ed63793bf4aa80b109c0a915b121e9a0186c26e,pillow,16,1,0.0625,0.4033,1,learnable,2229
pillow:9eb93915c3211d1c36d1e6b4083837f99476df60,pillow,16,1,0.0625,0.4033,1,learnable,2230
pillow:8a9bd2cdcdd7fc9ecd89fa79323463f4d24f53b8,pillow,16,1,0.0625,0.4033,1,learnable,2231
pillow:47773794656c4b303416b7340329ec19f4882935,pillow,16,1,0.0625,0.4033,1,learnable,2232
pillow:d5d6c3ba8cd85c180682b33a1fac82c5b9c9a05c,pillow,16,1,0.0625,0.4033,1,learnable,2233
pillow:77da73c90fc9d3d5715ccf1361bda311350a394f,pillow,16,1,0.0625,0.4033,1,learnable,2234
pillow:5c9bc6517f8f37c613fa963092546dc15423a2a4,pillow,16,1,0.0625,0.4033,1,learnable,2235
pillow:e48aead015996de2284ebbbbc4a00a726d61af9b,pillow,16,1,0.0625,0.4033,1,learnable,2236
pillow:fc497ffe5ec273be985af890119925178bf25dd3,pillow,16,1,0.0625,0.4033,1,learnable,2237
pillow:be9aea35a892b5e551e17057252403ea5a4e0929,pillow,16,1,0.0625,0.4033,1,learnable,2238
pillow:56ca359c657ee2f4e81426f780c4b4e2e281e404,pillow,16,1,0.0625,0.4033,1,learnable,2239
pillow:a62f2c5b443f91079d2ae7b62620a9cc29b6defd,pillow,16,1,0.0625,0.4033,1,learnable,2240
pillow:a666c91e10d3d4922b2eefe3c31dbeb970baa8d6,pillow,16,1,0.0625,0.4033,1,learnable,2241
pillow:3b9792ab74136155695fa2df5538adb8926ec450,pillow,24,23,0.9583,0.2886,1,learnable,2304
pillow:6e97dd5cecc074a0d8622e4aa5658b4263324760,pillow,24,23,0.9583,0.2886,1,learnable,2305
pillow:ea02e28adb6874da9c3417ade7bbfb3406b10434,pillow,24,23,0.9583,0.2886,1,learnable,2306
pillow:bfafa460e3e2710e840960a8d928fe44dc326874,pillow,24,23,0.9583,0.2886,1,learnable,2307
pillow:ffa18c8efd38a40ed4aa49f0f8748c96b64527ad,pillow,24,23,0.9583,0.2886,1,learnable,2308
pillow:66f5ad0eae90b6f4b07df1a3154f996c6fe00069,pillow,24,23,0.9583,0.2886,1,learnable,2309
pillow:b45fdd081722f8cb9f53563399ddde108c2d0c5f,pillow,24,23,0.9583,0.2886,1,learnable,2310
pillow:4bc6483564ae1a254911e98280b9a501f047a2e0,pillow,24,23,0.9583,0.2886,1,learnable,2311
pillow:3ba8eb3b7e0cf6d02c0d62b315cc2db7afe969e8,pillow,24,23,0.9583,0.2886,1,learnable,2312
pillow:81b473f9d2325540e858aba5cfd688ad1df25806,pillow,24,23,0.9583,0.2886,1,learnable,2313
pillow:a8586fe1fff5df52be16b67058d46b68c1d1a77f,pillow,24,23,0.9583,0.2886,1,learnable,2314
pillow:ca973709a079b5152b9670e5cd684003aa71f913,pillow,24,23,0.9583,0.2886,1,learnable,2315
pillow:38be701a9ad295603b044c6ff577034333d5063f,pillow,24,23,0.9583,0.2886,1,learnable,2316
pillow:da61ed133089c33acea39b5c541864826aaf7d6b,pillow,24,23,0.9583,0.2886,1,learnable,2317
pillow:e9afb3953476a04aae4625b8b65d88dfd5b9c864,pillow,24,23,0.9583,0.2886,1,learnable,2318
pillow:8fb44a2beeec200fc7408cc3996c1ff704fec1ff,pillow,24,23,0.9583,0.2886,1,learnable,2319
pillow:095177fb284f56caa9d9239e66c436c3f0bbf6ca,pillow,24,23,0.9583,0.2886,1,learnable,2320
pillow:d4784bffb2d1f398b1eb16b1fe09874b13f78cea,pillow,24,23,0.9583,0.2886,1,learnable,2321
pillow:daa8e7dacdfc7cbad9ccb1ae8e31dfb84af123c0,pillow,24,23,0.9583,0.2886,1,learnable,2322
pillow:8a1b9aa0adbd84cd944c15a667af4a65052ac522,pillow,24,23,0.9583,0.2886,1,learnable,2323
pillow:42e2bed4a6a35b140352eba13b2e695023ca66e4,pillow,24,1,0.0417,0.2886,1,learnable,2479
pillow:d431c97ba3b19d40d4090763ca25499536287141,pillow,24,1,0.0417,0.2886,1,learnable,2480
pillow:f73499e475906306d96bc284fa8390c09ebd2b8e,pillow,24,1,0.0417,0.2886,1,learnable,2481
pillow:b1fdff4034d3f2c33ba534ed10d8fd966fd32993,pillow,24,1,0.0417,0.2886,1,learnable,2482
pillow:48dda53c12723da48eef716a272a525f36d29f94,pillow,24,1,0.0417,0.2886,1,learnable,2483
pillow:318ff7d332ed47fbb25ec5f2c5dc805b7bce2765,pillow,24,1,0.0417,0.2886,1,learnable,2484
pillow:3cd1e12974403eb76da5e9e0972d9e8bcd0a95c7,pillow,24,1,0.0417,0.2886,1,learnable,2485
pillow:fae9afe35164c35aa1799e8a326d10601c12d586,pillow,24,1,0.0417,0.2886,1,learnable,2486
pillow:804183c2489242251fdd9858b6e781ceefb08c8b,pillow,24,1,0.0417,0.2886,1,learnable,2487
pillow:fef3ceb2c02ef241a508ee020fe2617e10e33e42,pillow,24,1,0.0417,0.2886,1,learnable,2488
pillow:b98dc8abe1d6b82425571477d0bd9b8bd3350cd8,pillow,24,1,0.0417,0.2886,1,learnable,2489
pillow:6793b5bbd5d2020feaab09589e26c9e7e4bbeae5,pillow,24,1,0.0417,0.2886,1,learnable,2490
pillow:1b74bddfde5f2b186fd9ad812261adc3739d6f24,pillow,24,1,0.0417,0.2886,1,learnable,2491
pillow:e5ce1c8c57c4ae2130ce56d3cd179249c2eee906,pillow,24,1,0.0417,0.2886,1,learnable,2492
pillow:b2b3b62be7248043da7716c0ea5e6b56f58e6c90,pillow,24,1,0.0417,0.2886,1,learnable,2493
pillow:58cbcbf10826039376b563521b24b84e3fddbb8f,pillow,24,1,0.0417,0.2886,1,learnable,2494
pillow:a7fe25df53b9c37af24a7a362f7ebd13ba07be6d,pillow,24,1,0.0417,0.2886,1,learnable,2495
pillow:36bcc0a89866bf9ca3f79c61470d9ab4a58d74ec,pillow,24,1,0.0417,0.2886,1,learnable,2496
pillow:a77eb671a10beffe01da417182b23fcd15cd35d8,pillow,24,1,0.0417,0.2886,1,learnable,2497
pillow:faa2375f810c8dc75224f3666831d5f491352280,pillow,16,16,1.0000,0.0000,0,trivial,3945
pillow:f9d3ee0f4888f7618071c0a5315c916062e78854,pillow,24,24,1.0000,0.0000,0,trivial,3946
pillow:42a81c4173e3e0f07ec4f8ebf30666b7eb542361,pillow,24,24,1.0000,0.0000,0,trivial,3947
pillow:c3bf1e1c78591047c2cfeef9db75369a034da001,pillow,24,24,1.0000,0.0000,0,trivial,3948
pillow:5dc418b8de95cc294c50758592cb0c67815f8126,pillow,24,24,1.0000,0.0000,0,trivial,3949
pillow:c42991120a96985340d4820d9d9d329fb3d97dee,pillow,24,24,1.0000,0.0000,0,trivial,3950
pillow:6ad98ba3c0c371c9bddf53b0939e7632ede8c2b7,pillow,24,24,1.0000,0.0000,0,trivial,3951
pillow:7bf7ff8217de4bcdec470b885825bc4c40d5f29c,pillow,24,24,1.0000,0.0000,0,trivial,3952
pillow:bd0fac80c4f439d6fdb706889beb9b8c627c1ee8,pillow,24,24,1.0000,0.0000,0,trivial,3953
pillow:737c7440d71403154e0558caad6f34bf7c9084d4,pillow,24,24,1.0000,0.0000,0,trivial,3954
pillow:ac11fa7d1a7a15427c61de380bacfd0860141335,pillow,16,16,1.0000,0.0000,0,trivial,3955
pillow:c7df6287fa9b0a6a6e4b0c28d5cbfadcfe2897f1,pillow,24,24,1.0000,0.0000,0,trivial,3956
pillow:30010c4fe27cec5f10ecb4db35f9d25473749a82,pillow,16,16,1.0000,0.0000,0,trivial,3957
pillow:ba6399cad14d816cafc44c25782d6a3153082ae4,pillow,16,16,1.0000,0.0000,0,trivial,3958
pillow:08c7b17e236d3e7a431ff40f862ca4de2a5c67df,pillow,24,24,1.0000,0.0000,0,trivial,3959
pillow:5867e0bbacb17a192b8c44a22aaca6be29dd2c39,pillow,24,24,1.0000,0.0000,0,trivial,3960
pillow:791d1a2846e28955e964cfa38ac4632fc457fa30,pillow,24,24,1.0000,0.0000,0,trivial,3961
pillow:b78e601b631647d1967f1a6eddd23509bcd2af19,pillow,24,24,1.0000,0.0000,0,trivial,3962
pillow:2981569b29c59ee028b0ad41e3e4a01e9feea9fa,pillow,24,24,1.0000,0.0000,0,trivial,3963
pillow:ecb64fe2103b9393fd5cf77d3965504e1749ce6d,pillow,24,24,1.0000,0.0000,0,trivial,3964
pillow:a6a843e5482345ffcd6cb45a534a11e839fcef43,pillow,24,24,1.0000,0.0000,0,trivial,3965
pillow:cf4017bfd8ac91ce04633fb6039c5eab59126a02,pillow,24,24,1.0000,0.0000,0,trivial,3966
pillow:52c66bbcfb35fa8bf808fab3d61fb100fd24110a,pillow,24,24,1.0000,0.0000,0,trivial,3967
pillow:c585e6ab6b4731d65570dbb1cbf396add919b3ae,pillow,16,16,1.0000,0.0000,0,trivial,3968
pillow:f5e9252b12890502f3c9b24d32941ab09e297523,pillow,8,8,1.0000,0.0000,0,trivial,3969
pillow:ca5e22b59a307774960ddf7c7eb33bd0b8e8df94,pillow,8,8,1.0000,0.0000,0,trivial,3970
pillow:69bea50810ebc0b4234de4bf461ce5c76f2af72b,pillow,16,16,1.0000,0.0000,0,trivial,3971
pillow:71b7f3daf388e7657f58bc05d2105dce0cdf12f0,pillow,16,16,1.0000,0.0000,0,trivial,3972
pillow:051a4108593df67b40ce2617c412c1e0a15e7faf,pillow,8,8,1.0000,0.0000,0,trivial,3973
pillow:a5917b3fa36fb2128a5451fe355b287056042f7f,pillow,16,16,1.0000,0.0000,0,trivial,3974
pillow:a43b8bac1ee1efed55d50aa76c5d86e91e6492fb,pillow,16,0,0.0000,0.0000,0,dead,3975
pillow:e9ef1d236dcc964c186f76156aeff5db186a2708,pillow,24,0,0.0000,0.0000,0,dead,3976
pillow:e98469ecf6ad2b93afc1481e1ebb90bb5af3acc3,pillow,16,0,0.0000,0.0000,0,dead,3977
pillow:b8ff91ab3bcc788c612f5d879e0483d295c395d9,pillow,24,0,0.0000,0.0000,0,dead,3978
pillow:ad0e9dbaaf41e5c7abddf08d850cf0c0d98a3a92,pillow,24,0,0.0000,0.0000,0,dead,3979
pillow:43ea81c6db0bd359db1c4b87c3593c0825ce5f3a,pillow,24,0,0.0000,0.0000,0,dead,3980
pillow:b2623786320cbf532e5b68428bf1e68705b576cd,pillow,24,0,0.0000,0.0000,0,dead,3981
pillow:e625f7311965abd0a88992ca215d8ad61a27715e,pillow,24,0,0.0000,0.0000,0,dead,3982
pillow:aeba11db1b8ecfeffef8886d74e9daa5e90b491b,pillow,24,0,0.0000,0.0000,0,dead,3983
pillow:d80610822f62b24677ada2c42fba7f014fb837ed,pillow,24,0,0.0000,0.0000,0,dead,3984
pillow:e7fab6abf44faf3bdf45b99c239bf38569a1ece4,pillow,8,0,0.0000,0.0000,0,dead,3985
pillow:93bf9912e2981c8c03a89d4866d1a0d58f88932d,pillow,24,0,0.0000,0.0000,0,dead,3986
pillow:59780abd79799db4735c8b94ef32bcf829321ad6,pillow,24,0,0.0000,0.0000,0,dead,3987
pillow:77210e410d5dc5fe16b20d5e783867d3efc6cb75,pillow,24,0,0.0000,0.0000,0,dead,3988
pillow:69768c514b1a404e62c3eabd90dc5c56b7fa538d,pillow,24,0,0.0000,0.0000,0,dead,3989
pillow:2d01f7d02243d1b9cd3f2a3c3587d87703e00f96,pillow,16,0,0.0000,0.0000,0,dead,3990
pillow:1f19c023e1b285d5a43f0658b0cbc61b0af0de45,pillow,16,0,0.0000,0.0000,0,dead,3991
pillow:f06b85161632c3860a838c38e73c94bad6537767,pillow,16,0,0.0000,0.0000,0,dead,3992
pillow:914950959bc4eb16faf0c53d79ea918591bc8082,pillow,24,0,0.0000,0.0000,0,dead,3993
pillow:b9b5d39f2b32cec75b9cf96b882acb7a77a4ed4b,pillow,16,0,0.0000,0.0000,0,dead,3994
pillow:d0394d44c2c54c49aa722da7667dd70ce3c1b432,pillow,24,0,0.0000,0.0000,0,dead,3995
pillow:794e9f0f0e85535e6bd1791e2ec127dec345f319,pillow,24,0,0.0000,0.0000,0,dead,3996
pillow:ab9dfd8181868922abee46dffb11ffcb9a772958,pillow,24,0,0.0000,0.0000,0,dead,3997
pillow:f6cb5efa1522b7eadde2fcb75af2673f1f3f3002,pillow,24,0,0.0000,0.0000,0,dead,3998
pillow:857b077f5cdb8c196662ca994b8af1a532093e44,pillow,16,0,0.0000,0.0000,0,dead,3999
pillow:9f28e4be261d4d37654cd7af65969a0862210d51,pillow,24,0,0.0000,0.0000,0,dead,4000
pillow:0836e388e825f8ece1e9e6072327a7c6c331e9a0,pillow,24,0,0.0000,0.0000,0,dead,4001
pillow:97ee3dd12ba790f87d3d4cb58febe8bdc1f3d886,pillow,24,0,0.0000,0.0000,0,dead,4002
pillow:8cb1e294914042ebcb3670e12327ef4df1758d93,pillow,24,0,0.0000,0.0000,0,dead,4003
pillow:8f6b7b258b11fc99ffaa7084ab200b175e14b627,pillow,24,0,0.0000,0.0000,0,dead,4004
pillow:4b14f0102d8fa585c900ff8a174defb2452c042b,pillow,24,0,0.0000,0.0000,0,dead,4005
pillow:975fccafc7ed857d33102e4b632efbb43f4988fb,pillow,24,0,0.0000,0.0000,0,dead,4006
pillow:c057ad1535f5ac6d324ef6a2e53caecb3d5e3c49,pillow,24,0,0.0000,0.0000,0,dead,4007
pillow:9980981c2e2063df3e86a14ebd4c109a2bf92122,pillow,24,0,0.0000,0.0000,0,dead,4008
pillow:79552080ab63a66a00cda35d586835883e1a1743,pillow,24,0,0.0000,0.0000,0,dead,4009
pillow:0a7af1082731a0ec05354649556ff66f042b1deb,pillow,24,0,0.0000,0.0000,0,dead,4010
pillow:3ec928251cb1e315981b6d582caf1107f1ec2181,pillow,24,0,0.0000,0.0000,0,dead,4011
pillow:fd28666238171013d1141b3b0555064457504d5a,pillow,24,0,0.0000,0.0000,0,dead,4012
pillow:28b818974e0602d9f38858c9e979d4755550c8e5,pillow,24,0,0.0000,0.0000,0,dead,4013
pillow:95cc0b1109787ffbb2a3e6e2cc84b86487edc930,pillow,24,0,0.0000,0.0000,0,dead,4014
pillow:db4916849ec255a9f4312e02dced7b3f893471ea,pillow,24,0,0.0000,0.0000,0,dead,4015
pillow:61419b54d67647f57fe753def772b6ee4565d3f0,pillow,24,0,0.0000,0.0000,0,dead,4016
pillow:2dab52b8a8cc4e139a29ca78762079e573d32c31,pillow,24,0,0.0000,0.0000,0,dead,4017
pillow:7c839d8d81b042e5ba48cecffdfb4aa0ab14ea2d,pillow,16,0,0.0000,0.0000,0,dead,4018
pillow:e304a0d501315b95c71ea16c532216f391db240f,pillow,24,0,0.0000,0.0000,0,dead,4019
pillow:46a80d144a16836af304a7aaa8e620962d91ac23,pillow,16,0,0.0000,0.0000,0,dead,4020
pillow:25428afb7084f9adfaa54178919c1310a90741da,pillow,24,0,0.0000,0.0000,0,dead,4021
pillow:e6fd8359d3184e09b8194c8ae8ec87c5a8c27c7f,pillow,24,0,0.0000,0.0000,0,dead,4022
pillow:375556ffb5434e58408cc0eebc507fcb3d439644,pillow,24,0,0.0000,0.0000,0,dead,4023
pillow:15ef533df9847e556eca0eaa50b7738bb71b8c34,pillow,24,0,0.0000,0.0000,0,dead,4024
pillow:eb4f669b34ab822163be19325170f1948bdc5301,pillow,24,0,0.0000,0.0000,0,dead,4025
pillow:488691bda4b92711aa3b96eebe074febc3375633,pillow,24,0,0.0000,0.0000,0,dead,4026
pillow:63f31ee38017428eb4cd282be37a4b5aaf2ac595,pillow,24,0,0.0000,0.0000,0,dead,4027
pillow:cf275737ee6abbd656fd352cfbe9618af35e8c5c,pillow,24,0,0.0000,0.0000,0,dead,4028
pillow:066c3ab73bff25d514d01478aa9b64799c6447ed,pillow,24,0,0.0000,0.0000,0,dead,4029
pillow:ffcc0670381f91d6c70d74a059d8d2e296aac678,pillow,24,0,0.0000,0.0000,0,dead,4030
pillow:eab2b17d640b44cf44dc6f2a2f35af465cb694ee,pillow,24,0,0.0000,0.0000,0,dead,4031
pillow:d822d85af6d9b1c108650832d56b75cd86b2f5a9,pillow,24,0,0.0000,0.0000,0,dead,4032
pillow:2ad43c4eeb8cb0124c76cbdd0fe0b131df2c6c70,pillow,24,0,0.0000,0.0000,0,dead,4033
pillow:49fa3656b180713dfa9b680e4b9a5885aba501bd,pillow,24,0,0.0000,0.0000,0,dead,4034
pillow:f8e6953e6e86dddbd9685f3239b9e843913d2843,pillow,24,0,0.0000,0.0000,0,dead,4035
pillow:8924054dd9ff1a13caea785bfd66210193de8a74,pillow,24,0,0.0000,0.0000,0,dead,4036
pillow:a38fb2d0c550149116be4371530043ac37367028,pillow,24,0,0.0000,0.0000,0,dead,4037
pillow:620d08245792449bcb1ddc988dc14d4079f333d5,pillow,24,0,0.0000,0.0000,0,dead,4038
pillow:8ada23ed04ee18730d44d14dd82b0aabc12a0917,pillow,24,0,0.0000,0.0000,0,dead,4039
pillow:af317a696d181bfdbfc28aed44496915a26bc90f,pillow,24,0,0.0000,0.0000,0,dead,4040
pillow:3fd6a1e31201719e527ec9b3aead2d97a5aec7ae,pillow,24,0,0.0000,0.0000,0,dead,4041
pillow:9e4c54e10f40051011cdec4342021e4c2f202809,pillow,24,0,0.0000,0.0000,0,dead,4042
pillow:2a7eb5415ef20be08d60057623bde858310707fe,pillow,24,0,0.0000,0.0000,0,dead,4043
pillow:9bf7dae03d90fa48f61409d439d7ea7668f7e497,pillow,24,0,0.0000,0.0000,0,dead,4044
pillow:a4e5dc219c5185e4a655327c7ede38846dab189b,pillow,16,0,0.0000,0.0000,0,dead,4045
pillow:27f5c4d8fb3e3f37ef7c16016355d5a65862d880,pillow,24,0,0.0000,0.0000,0,dead,4046
pillow:759b0301b97aef4307bbe744d6af3c929df05c31,pillow,24,0,0.0000,0.0000,0,dead,4047
pillow:ccac9e1a3a08886827af0dc443396af760c5cbe6,pillow,24,0,0.0000,0.0000,0,dead,4048
pillow:f6dd2905601790da0f0959990a80a116e370acfe,pillow,16,0,0.0000,0.0000,0,dead,4049
pillow:5932a0bd19b513c3c86d9fc8dec5d41384247056,pillow,16,0,0.0000,0.0000,0,dead,4050
pillow:709744432a2a290170d2b01e4c39fe2789f505f8,pillow,16,0,0.0000,0.0000,0,dead,4051
pillow:ddcc9366434edfedd25871b05a889942a0540bb6,pillow,24,0,0.0000,0.0000,0,dead,4052
pillow:bd7e709141fef287245d3d1abcc39ec89c5256a9,pillow,24,0,0.0000,0.0000,0,dead,4053
pillow:920bcecd0ec6b57568a4ab9a5e04acdd9114dd25,pillow,24,0,0.0000,0.0000,0,dead,4054
pillow:838e0fb1a5742f0c08391285c424280b62140050,pillow,24,0,0.0000,0.0000,0,dead,4055
pillow:6bbed1add0fa7579fdc09d70d43ad3c1fcc41eee,pillow,24,0,0.0000,0.0000,0,dead,4056
pillow:e514a60d82429a4669159176471013adb0fa8b94,pillow,24,0,0.0000,0.0000,0,dead,4057
pillow:8f0db65cd7ca102c8e3c8072afcceba6bb76965e,pillow,24,0,0.0000,0.0000,0,dead,4058
pillow:e96109b93c58822c93227fcc1044c7f75545f01c,pillow,24,0,0.0000,0.0000,0,dead,4059
pillow:bd0f7b7116c956a0ce2afdf8970f69b656d35a11,pillow,16,0,0.0000,0.0000,0,dead,4060
pillow:3a61c9e95e5c0a2da5736956e2dbafa57a9ede07,pillow,16,0,0.0000,0.0000,0,dead,4061
pillow:55579084cd57461517dfe77d7804dfa24219a9f6,pillow,24,0,0.0000,0.0000,0,dead,4062
pillow:b637b5f7a2faefcc5db45262f409d143c62bc74f,pillow,24,0,0.0000,0.0000,0,dead,4063
pillow:b6b362c80718eeee122e9d346758d18335d66b2a,pillow,24,0,0.0000,0.0000,0,dead,4064
pillow:7c0554c74e449fd3a7d34dc4349837f325ee0f4b,pillow,24,0,0.0000,0.0000,0,dead,4065
pillow:d2e73b0304d9d0bea55619cf92ddc38eaa0fb6b1,pillow,24,0,0.0000,0.0000,0,dead,4066
pillow:85d61ca7d5716296e59ae2690081ab3c48ce00c0,pillow,24,0,0.0000,0.0000,0,dead,4067
pillow:f338eae128203957b4149a98d59838f79c06c306,pillow,24,0,0.0000,0.0000,0,dead,4068
pillow:a6c1331fdd06028bb89e2083eeda385b0b564c3b,pillow,24,0,0.0000,0.0000,0,dead,4069
pillow:904b8e549cf74b8981e61cb58d77431e0b53f5ff,pillow,24,0,0.0000,0.0000,0,dead,4070
pillow:1bc0e1bb9d70e257819042ab1b12a1600cefbd9a,pillow,24,0,0.0000,0.0000,0,dead,4071
pillow:23023dee8d572f991e9cd811a66b738eb975083f,pillow,24,0,0.0000,0.0000,0,dead,4072
pillow:eb1dbbf787af3b09db48757ff25856678aa43e40,pillow,24,0,0.0000,0.0000,0,dead,4073
pillow:e16ab0ad2ead98205143d06940f79a45300b4f33,pillow,24,0,0.0000,0.0000,0,dead,4074
pillow:f42d6cf1ac493ed7007af4c1c86810fcf1557e4b,pillow,24,0,0.0000,0.0000,0,dead,4075
pillow:75c76d91e18e56c7cfccca7016d7508235c7046b,pillow,24,0,0.0000,0.0000,0,dead,4076
pillow:b0b4fee7960f3813881ffdb47a9c091929e8d97d,pillow,24,0,0.0000,0.0000,0,dead,4077
pillow:38b53a9fd704570fb29abd10910ea7939b1185e1,pillow,24,0,0.0000,0.0000,0,dead,4078
pillow:e1e35cc81945423526e4cf9bf4c735013be22b29,pillow,24,0,0.0000,0.0000,0,dead,4079
pillow:13fe1a5ba7c00f98cfa35b3c8a028f004dcf6d21,pillow,24,0,0.0000,0.0000,0,dead,4080
pillow:e422f92e523f4d0d66611b2f9f54f6606a218d4b,pillow,24,0,0.0000,0.0000,0,dead,4081
pillow:529e1135059f76d3ba3733d18fe7f8ea82e3c679,pillow,24,0,0.0000,0.0000,0,dead,4082
pillow:754752e78f61f5a45b6f64211ff965abdbe348f6,pillow,24,0,0.0000,0.0000,0,dead,4083
pillow:c29648ff53c168c856953ac9883742cf4ed79eb2,pillow,24,0,0.0000,0.0000,0,dead,4084
pillow:66207b47bca89a4fad8f4573a239b671d66b7b90,pillow,24,0,0.0000,0.0000,0,dead,4085
pillow:8bd7e81b5d2ca75567aec961dd4e17e33daf6259,pillow,24,0,0.0000,0.0000,0,dead,4086
pillow:b77cd009e210cefae9424206f80ed5dc65b53fdf,pillow,24,0,0.0000,0.0000,0,dead,4087
pillow:c0f619384cbccef86185b1cc1b4da9755b1e344b,pillow,24,0,0.0000,0.0000,0,dead,4088
pillow:279ddf4ce6c76498ac29df2552a3023b9aaa76c1,pillow,24,0,0.0000,0.0000,0,dead,4089
pillow:0a49ec1cc0882989900eb597c53a73d35a58e18e,pillow,24,0,0.0000,0.0000,0,dead,4090
pillow:e91aedb65d2c4aaaf2ab807669fa29aa189ea8a3,pillow,24,0,0.0000,0.0000,0,dead,4091
pillow:95c867dabfdb322b51d58ff55c606add2bfcb22c,pillow,24,0,0.0000,0.0000,0,dead,4092
pillow:63c3b26f6aa91740dff5ea041fc713cfb53aee51,pillow,24,0,0.0000,0.0000,0,dead,4093
pillow:3d491663bab3a1de45b8cee8a19b2d7a5b8c8fe3,pillow,24,0,0.0000,0.0000,0,dead,4094
pillow:362ffaf9b7f063609bcd02ef30b1288e16e99cd1,pillow,24,0,0.0000,0.0000,0,dead,4095
pillow:a0602fb68c62ccf3825b7cd074751153772cef70,pillow,24,0,0.0000,0.0000,0,dead,4096
pillow:b2b737b68b06ac448d6c6f799347f244652bedcb,pillow,24,0,0.0000,0.0000,0,dead,4097
pillow:25500e83bccbaa2b01d9f1b9f183d908c44c13a9,pillow,24,0,0.0000,0.0000,0,dead,4098
pillow:a3f7ce5b7344b2f559474f3b8f2d3d5486de1d39,pillow,16,0,0.0000,0.0000,0,dead,4099
pillow:7d3b8e8cea46fd2c66b262a85881fae3a209be2e,pillow,16,0,0.0000,0.0000,0,dead,4100
pillow:1c086c65d4251ec884d6a5e20545a1bc4d700daa,pillow,16,0,0.0000,0.0000,0,dead,4101
pillow:b142560488c77acc5319f98964224b4c576f58ef,pillow,16,0,0.0000,0.0000,0,dead,4102
pillow:9074eda6087439c84503f06bf2d502b2a70c7d72,pillow,24,0,0.0000,0.0000,0,dead,4103
pillow:295382aadc994dc81e5076450dce5cf573a9bbd0,pillow,24,0,0.0000,0.0000,0,dead,4104
pillow:3ac9396e8c991e7baab66187af2a35c3f4e83605,pillow,24,0,0.0000,0.0000,0,dead,4105
pillow:2c9a9b35293382882dcd58cb208006910c2d7966,pillow,24,0,0.0000,0.0000,0,dead,4106
pillow:f799915d6f213518380e382c67c94ae33cde49c4,pillow,24,0,0.0000,0.0000,0,dead,4107
pillow:aa929dda98cb0243face04049aa75000efc291d3,pillow,24,0,0.0000,0.0000,0,dead,4108
pillow:c1fbe2d975e91060fddbed0e71bd0818602b10f7,pillow,24,0,0.0000,0.0000,0,dead,4109
pillow:f958e2f8ed7b12582836a6b6c83468c51230182a,pillow,24,0,0.0000,0.0000,0,dead,4110
pillow:e763f8f2be026cd598f0e1bd3c8b50c5b2d9be64,pillow,24,0,0.0000,0.0000,0,dead,4111
